id,summary
13682175,Sandra and Mel will meet for coffee around noon tomorrow. They will meet for a coffee a chat tomorrow at noon.
13682203,Mum and Caron are going to decide what to eat for dinner when Mum gets home.
13682210,"Josephine wants Trevor to come over and cook something, but not beef."
13682216,Chris asks Tom to go in to school at 7.10 am.
13682242,Noelle plans to improve her English by learning more vocabulary and idioms. He stopped drinking alcohol at the weekends after visiting Congo.
13682252,Leah met Zachary on Tinder and is going to his place tonight at 9 with a bottle of wine.
13682256,Kate didn't get in the school exchange to the USA. Lennart didn't want the basketball scholarship.
13682270,June's cat is recovering from a health issue. Rob will take them to the veterinarian on Thursday at around 6 pm.
13682280,Simon didn't wait for Joe to get ready and went to Half Moon without him. Masher was supposed to pick Joe up at 7:30 and bring him to the pub but he forgot. Joe can never rely on Simon. Joe will pop into the bank on Friday and they go out for a drink.
13682296-1,John and Tyre's neighbour stopped John in the staircase and talked about some miracles for 15 minutes.
13682309,"Laura was asked by mom to buy groceries for the whole week, but she must finish her school project, so she asks Martha to do the shopping. Martha will buy pancakes, syrup, milk, chips, pork, chicken, 4 salmon fillets and 4 catfish fillets. She should buy some meat, fish, vegetables, some snacks and something for breakfast. Laura wants Martha to help her, because she has to finish a school project."
13682313,Jimmy is going to take medication for a month to cure his acute gastritis.
13682315,"Fitz taught his dog, Max, some unbelievable tricks from the cool website."
13682337,Josh didn't receive Courtney's card.
13682351-1,Peter is going to Australia for half a year.
13682360,Nathan is coming over tonight. They are going to talk about it tonight.
13682373,Sara had her hair done for free as it was a part of the saloon's publicity campaign. Sara and Diane were disappointed about having their hair shortened.
13682384,"Monica's going to prepare dumpligs, some fish, an apple pie and gingerbread cookies for Christmas. Cindy considers baking a gingerbread house and taking part in a competition where the prize is $1000. Monica offers Cindy her help with baking."
13682385,"Olen got angry and he's going to talk to her today. Kamren does not want to meet today because her face is covered with spots, and she does not want to be around people."
13682396,Evie has a new colleague who started work today. She asked for new duties and they want her to give her some things connected to marketing and social media.
13682410,Victoria and Jack are throwing a birthday party for mum.
13682413,"Sue doesn't want to call Des, so Jason will do that."
13682421,Claire wants to eat spaghetti. Josh will buy some meat after work. 1 pack of meat is enough because thay are going to Tom tomorrow.
13682424,After what Sam told Anna in the restaurant she didn't talk to him for four days and now it's weird between them. Sam had lunch at a nice restaurant later.
13682426,Nick sacrificed Chloe and is surprised that Hayley sacrificed Arcadia Bay.
13682429,Liz will text Michelle tomorrow and try to offer her going to the movies together with Ashley. Jason broke up with Michelle yesterday and now she's depressed.
13682434,Susan and Maya want to organize new year's eve party at Bob's house. Maya created an event on facebook and invited others.
13682443,Brad and Ken had a problem with their plumbing and could not attend.
13682458,Mitch is working at home. She's working from home though. Shyann liked his pictures.
13682469,Chloe will pay Dad a visit today at 6 pm.
13682471,Jason is leaving to another division and he will come here for quarterly meetings.
13682476-1,Oliver has a date today. Jean didn't come to church today due to her back pain.
13682515,Joel has sent Mark a video from their youth and they bond over shared memories.
13682539-1,They are her last client today. They're visiting Innsbruck today. Agnes is bored and has nothing planned today.
13682544,"Mona has been watching Luther TV-series and recommends it to Gary. They discuss other TV-series which Mona likes, but Gary doesn't. They decide to watch series 4 together when it comes out."
13682552,Lea will make an advert for Sash's van business.
13682561,Chris is on the way from the Krakow airport to the hotel. Melissa can come over tonight and they can spend part of tomorrow together. 1 pack of meat is enough because thay are going to Tom tomorrow.
13682563,Fran is slightly ill and won't be going with Harvie to Paulo's tonight. Fran will stay at home during the weekend.
13682565,Play went to bed 2 hours ago as he spent all night trying to stop the flood. Play spent all night trying to stop the flood from his neighbour's apartment. She left and forgot to shut the water in her bathroom.
13682575,"Ela was on a business meeting in Warsaw and missed her flight to Poznań. She is leaving in two hours for the train station and then she's taking the bus to the airport. Ela will wait for the next flight, which is in 3 hours."
13682592,Lori will buy tickets for the football game. She plans to see it again and buy a ticket this time.
13682610,Meg might be pregnant as she skipped her pill twice this week.
13682619,Fiona wants to paint her room and asks Larry for help. Larry is going to help her under the condition she picks the colour before they go to the store.
13715744,Jean and Brigitte are unhappy with the results of the referendum.
13715745,Samantha forgot her umbrella at Jeff's place and he will return it to her in a week. Sam will be at bar Fiasco from 8pm tonight.
13715753,Jarrett talks about the 27 club but Lyndon considers it to be bollocks and teases him about it. Jarrett is watching Amy despite seeing it with Lyndon two weeks ago.
13715789,Janet is thinking about working from home after maternity leave.
13715829,"Ronnie reckons it's perfectly normal for smart people making money off stupid ones but Owen disagrees. Ronnie, Evan and Felix think some of magic stuff might just work thanks to placebo effect so people benefit from it."
13715830,Jeff's 50th birthday is coming near.
13715833,"Liam, Jamie, Jude and Leon want to start working on new material. Jude, Jamie and Leon are skeptical about the intro."
13715839,Kim is supposed to get her schedule from school tomorrow. Kim will get her schedule from school tomorrow and she hopes it won't be exhausting. Nicky and Betty are meeting tomorrow at Zach's the same time as before.
13715851,Charlotte will let Oscar know when she gets to the building. Chantelle considers changing job too.
13715857,"Ben admires his friend's bravery as she's a wheelchair user. Rebecca, Misty and Ben want to meet up on Wednesday."
13715912,"Louis wants to watch movie at his place after dinner, but it's too late for his friends."
13715915,Lindsey and Fiona went on a trip without Liz and they miss her. Liz swears she'll join them the next time. They will eat lasagna and chocolate ice cream. Fiona had black ice-cream on the trip.
13715928,"Theo will book a place for himself, Silvia, Chris and Pam but has forgotten a first time discount."
13715942,She has got a job in the theatre and is going to the studio today to take some photos.
13715945,"Nick needs opinions what is better - gas or induction hob. Ben isn't convinced with the induction hob, Ruth, Tom, Harry, Emma and Kate are for the induction, and Christian is for the gas. Nick decided to buy an induction hob."
13715947,Ralph is going to Sheffield for a business meeting. Agnes reckons people knew how to have fun back then but Brittany thinks we do as well.
13715948,Amber will grab Susan and Annie and go back to the Errigal. Bailey is on her way to meet Lilly and sees two more dogs.
13715958,"Mark, Anna, George and Julia agreed on second and third week of July. Mark, Anna, Julia and George are planning a trip to Italy."
13715975,"Lisa and Darren will order food for Stella, Mike and Amy, who will join them shortly."
13715989,Ann will pick Marta up around 3 pm.
13716036,"Pip is going to cook an Indian chicken dish on Sunday for her and Bolton, although he'd prefer beef and he's rather choosy."
13716039,Bryan and Jessie are coming to Anthony's party.
13716042,"Alice wants to make DIY beauty products. She makes body and facial scrub, facial wash and mask, toner and lip balm. Sam makes eye cream, moisturizer and serum. Alice will look for recipes online and start with body and hair products."
13716073,Alex's parents argued and her mum overreacted.
13716086,Margaret's sister said that her dress for the office Christmas Party is too revealing. Jane helps Will find a place for the Christmas party that would satisfy his demanding boss.
13716088,She and John are planning to go to Puglia for 2-3 weeks this summer.
13716101,It's been 3 years since Paul's father died. Adam hurt Aydan today.
13716111,"Nelly, Kate and Ruth's friend, Audrey, has recently gone vegan, become interested in politics, and according to Kate it's mainly because she wants to impress her boyfriend."
13716126,Mariah found it in her pocket and she will bring it to the office on Monday.
13716142,"Butler won the game, he beat Prosko in semi-finals, Pistol Pete got injured in quarters, and Clemency came 15."
13716145,"The second floor of the library is going to be inaccessible for the entire week starting on Monday, so the students have only tomorrow to check out the books they need. He's taking a day off tomorrow as well. Nell and Nikki agree to facetime tomorrow afternoon. The dean called Yuri in his office today to talk about the fight."
13716158,"Yuki, Nobu and Sasuke discuss the new GITS cast, which includes Scarlett Johansson."
13716194,"Venus failed the practical driving test. Venus failed her practical driving test. Apollo will ask a driving instructor he knows to give her lessons. She will take a few more lessons with Apollo's friend, who is a driving instructor."
13716202,Tom is not sure about it but Greg and Jacob think she's gonna love it. Tom is going to propose to Veronica at a lake house this weekend. She will attend a wedding this weekend.
13716204,Brian is willing to present in front of the class and make a PowerPoint presentation.
13716208,"They give Mary a lot of advice on how to save up money. For instance, she can do her shopping in cheaper supermarkets, buy non-brand products and avoid throwing food away or switch to drinking tap water."
13716210,"Danny, Kirsty and Juan have organized an event."
13716216,"Lee, Raul and Paul don't have it yet."
13716226-1,Amy will let Annette know if she goes for drinks tomorrow. Melissa can come over tonight and they can spend part of tomorrow together.
13716228-1,"Clair kept getting sarcastic messages, so she responded the same way from a fake e-mail account, which was hilarious."
13716229,"Tom Hanks performed brilliantly both in ""Cast Away"" and ""Philadelphia"". They admire Tom Hanks."
13716230,Nancy is choosing social media to attract customers. Greg and Will make comments on a photo.
13716262-1,"Scarlett is organizing a meeting about politics in Central Europe at the ASEEES conference. Carter will talk to a famous historian called Pieter Judson, who has written a book about the Habsburg Empire and its fall."
13716273,"Toby and Lucy wanted to go on a double date with Alice and Luke tomorrow, but they'll have to go alone, because Alice and Luke are going to see Alice's parents."
13716278,Erin doesn't have any plans for New Year's. The trip is in 6 days. Jeff should start from the first one and read them in order in which they were released.
13716281,"Marisa and Luke can't find the presentations they need for tomorrow's test. Lopez sent the presentations 3 weeks ago and they were found in the trash folder. Marisa, Luke, Austin, Emilia and Doug have a test tomorrow."
13716294,An incel from California shot people at school.
13716303,"Jordan will wear the blouse she got for her birthday, the beige trousers, purple sneakers, the necklace Lee gave her for birthday and the small earrings from Michelle."
13716320,"Amanda and Michael are in Chișinău, Moldova."
13716335,"Theo spoke to his wife and Greg is in hospital for 4-5 days. Clara can get them some groceries tomorrow, Gwen can drive Duncan to school. Gwen offered to drive Duncan to school, Theo's wife is picking him up tomorrow."
13716339,Julia posted on Facebook that she is looking for vegan places to eat and John started accusing her of ruining the country's economy. Rick knows him and suggests she ignores his comment as he has very radical views he likes sharing with others. Julia's posted a question on FB about vegan places and got a comment from John about ruining out country's economy.
13716345,Her last post was about her love life. She will change her seat on the train because a lady sitting next to her is speaking about her sexual life.
13716389,"Felicia won't meet Phobe and Maggie, because she broke her leg and is in hospital now."
13716420,Bea wants to go to the gingerbread museum tomorrow at 10. Bea will pick Jane up and they will take the bus. Mark and Eli are on their way but won't arrive until late. Bea and Jane will wait for Mark and Eli as usual.
13716442,Martin is crashing on Allie and Myra's couch next weekend.
13716462,Hilary wants Lona to get flowers for the reception. Hilary wants Jess to go to the printing-house and get the place cards.
13716467,Anna was serious about this one. Anna is amazed and inspired by this. Liz swears she'll join them the next time. Liz isn't sure if she wants to go out.
13716492,Ella agrees to call the doctor tomorrow.
13716494,"Mario, Helen, Kate, Mati, Karl, and June are going to have a BBQ in Helen's garden on 15 September. Helen lives in New Jersey now, Kate in Williamsburg, Karl in Boston and Meredith in Texas Phoebe can't afford to make a donation this time, so she won't pick up the phone."
13716531,Kate's company is looking for professionals like Mary. Mary needs 2000 $ to pay her bills as she was dismissed two months ago. Kate would mention it to his boss before Christmas. Isla has a problem with work.
13716550,Ruby sent Lisa a recipe for Chipotle chicken fajitas.
13716562,Jorge was hitting on Carmen on David's party and she has screens to prove it.
13716568,Claudia will call out major clients to ask about their satisfaction and provide data by 10:30. Andy will prepare a presentation on the company byt the end of the day.
13716576,What Storm and Patte liked the most about the ceremony was President Marcon's speech. Laura's favourite moment was musical performances.
13716603,"Mia asks for suggestions on where to have a cheap meal. Eric, Stephanie and Taylor recommend Fibbers. Mia tries to remind herself the name of the bar they once visited for Hannah's living party, but she doesn't remember it."
13716611,Rob and Juan did panel that went great. Clarise tells Hugh the guy who chaired Rob's panel was a dick and asked him diminishing questions. Today Rob and Juan had panels. Clarice and Rob didn't like the chairman of Rob's panel.
13716622,"Ulrich wants to bake a vegan cake for his girlfriend's birthday, but he doesn't know how to. Hans' advice is to make a trial cake first."
13716639,"Jack's favourite Tarantino's movie is Inglorious Basterds. The Hateful Eight is a masterpiece for him, but Derek hasn't seen this movie yet. Heather likes Tarantino's movies a lot and finds them a sort of cynical. According to Derek and Jack, Tarantino's Django is too long."
13716640,Tom will take care of his friends' place in Boston in December.
13716673,Mike is designing for Jay's friend and finishing his previous project. Jay and Josh will probably see Mike next Tuesday. Jay will confirm later on this week.
13716679,"Chrissy and Tara are coming to Pauline to have pizza. Pauline will make pizza for Tara and Chrissy. Chrissy is already at the bus stop, heading for Pauline's."
13716696,He didn't respond to Jill's calls. He went for a beer with his friends last night and came back at 3 am totally drunk.
13716702,Luke used to work on a dairy farm where rich people came to buy milk. Now Luke sells products under his own brands.
13716714,Anne saw her boyfriend at the restaurant with Anabelle's sister. Anabelle is gonna teach her sister a lesson. Audrey doesn't trust blondes.
13716721,The people at her work are helpful.
13716722-1,They will meet in an hour.
13716727,"Eve, Elise, Dave and Carl had a party last night. Elise owes Eve money, she'll give it to her tomorrow."
13716728,They find him attractive so Ellie and Henrietta are going to sign up for the gym on Saturday.
13716734,"Andrew, Nicky and Rick had a hard week at work. Andrew has a new project next month, and now he just wants to sleep and see kids."
13716741,Janet was in court yesterday. They will meet tomorrow the same time.
13716761,"Bob suggests to meet at the Barrel at 6 ish. Geoff couldn't visit a friend on Saturday, and he cannot visit him this weekend. They left on Tuesday and came back on Friday."
13716767,Amka is doing a lot of student exchanges. Mick isn't going to London due to his grandma's health so he's gonna stay in.
13716784,Jake fainted on his way home and he is in the hospital. Jake had some metabolic disorder related with sugar intake and he needs to change his food habits.
13716788,Joan made spaghetti which looks very tasty. Joan proposes a way to divide the work that everybody agree on. Joan suggests to just say hi next time.
13716821,Jessica won some beauty products on facebook.
13716823,Pauline was at the conference today and it disappointed her. Lenny suggests they meet for a beer tonight.
13716850,Ani's company has financial problems.
13716853,"At a party, he made a hole in Luke's wall and vomited inside."
13716854,Evie has a new colleague who has just started today. Evie has a new colleague who started work today.
13716856,Sheri went ice swimming with her friend and wants to do it again.
13716861,"Cristina said it was Dana and Harry's third, and last attempt. Beth said that it's especially hard for Dana since she's a control freak."
13716868,Martha and Violet spent 10 hours yesterday evening and today morning recording a song. Martha does all the guitars and Violet plays the drums and the piano.
13716871,Julieanne suspects Nick is cheating on her and will keep an eye on him. His friends don't want to distract her.
13716877,Gisele postponed the family visit to Sunday so she can go to the party with Josephine and Rosemary.
13716880,"Hannah is raving about the sea water in Spain and Spanish people. She spent there two weeks and she visited Granada, Almeria and Gibraltar."
13716914,"Ruth, Myron, Tina, Paula, Gerard and Hugh are planning to go on a holiday trip together this summer. Karen can't go, because she going to Spain to her mom, but she knows Masuria and has offered help."
13716950,Isabella's complexion is rubbish. Mia suggests focusing on hygiene and Poppy on a proper diet.
13716960,Martin is the author of the books the series is based on.
13716972,"Chris, Ruth and Ella want to buy a new backpack on Wednesday afternoon."
13716985,Isla will order a calendar and Emmeline will order a calendar and a pink pen with flowers.
13716993,"Alfonso, Marga and Clair are meeting up for breakfast tomorrow, at 9:00. Marga compares this bar to disgusting and dirty bars in Madrid. They are meeting in La Tienda de la Cerveza bar next to La Latina metro station."
13716994,Marisa is dating Rob. Rob is a good kisser.
13716996,"Mike, Anna, Ben and Harry want to start a book challenge. They will have to read 24 books in a year, which means 2 books each month. They will discuss the books they have read, recommend and swap books."
13717020,"He cancelled the meeting, goes home and will be on email."
13717026,"Gloria, Kim and Kourtney start at 9:45 tomorrow."
13717043,"She will talk to her husband, Tom, about going to Sevilla with kids to meet Robert and Harrison. Madeline lost her job and she is a housewife now. Tom will take care of his friends' place in Boston in December."
13717051,Raquel and Laura have a cold. Laura and Raquel have got a cold. Laura and Sarah cheer her up. Raquel will drink tea with ginger and honey.
13717068,April came to help Kim organize things in her new place. Kim will try to convince her parents to do the same system. Kim moved to a new place.
13717074,Mark and Tim won't make it today.
13717089,Holly and Nina want to meet Kate to talk about it around midday tomorrow.
13717114,"Beth, Poppy, Molly and Pauline love their children but they don't enjoy motherhood. They will try to meet for coffee when Beth has the time."
13717130,"Anna, Sue and Jo will take the kids to the Christmas market on Saturday."
13717142,"Richmond finds the last episode traumatic, Daphne and Penelope cried while watching it, while Richie finds it boring. Richie has different opinion on the last episode of QaF than Richmond, Daphne and Penelope, and it turns out he watches the UK version whereas the others watch the USA version. It turns out Richie was watching the UK version, while the others were watching the US version of QaF, so they were talking about a different episode."
13717148,"Helmut used to visit Innsbruck every week for work. Helmut used to go to Innsbruck every week. Helmut tells Russell there is no Starbucks, they should try the Austrian coffee shops."
13717156,Anca and Kamil are interested in culture and want to see some New York landmarks. Anca and Kamil are travelling to Boston and New York for holiday and need recommendations.
13717171,"Dana takes 2 baja tacos, 1 brisket, queso and diet coke. Ron wants chicken quesadilla. Darren is at the taco shop and offers to get something for his children."
13717172,"Tommy, Kim and Liz are planning to give their professors thank you notes, as it's their last semester."
13717184,"Will is in Cancun and he is drinking bloody marys. Except from chocolate tequila and avocado, Lu also wants a magnet."
13717191,"Sarah, Zoe, George, Daniel and Jake will meet at 7 pm to play some music together. Caleb will visit Zoe today at 4pm."
13717195-1,Andrew felt like that with playing sports games like Fifa.
13717200,They don't like the fact that the pregnancy was announced a day after Eugenie's wedding.
13717207,"Andy and Linda went for a trip. Linda doesn't like the hotel they are staying in, she thinks it's smelly. Andy was on holiday."
13717208,"James needs a date for a wedding this weekend, he asked Nicky or Carrie to join him."
13717213,She will answer the personality test questions.
13717224,"Julie wants to start baby led weaning. Julie will bring juice, spoons and chairs. Julie has food allergies and does not eat meat. Today he had a lazy day with food and footbal."
13717228,Agnes wants to throw a baby shower for Ursula and suggests designer clothes as a gift. Alice opts for more practical gifts so Kathy suggests a compromise.
13717240,"Mark, Anna, Julia and George are planning a trip to Italy. Mark, Anna, George and Julia agreed on second and third week of July."
13717255,"Marsha, Jonas and Lara are going to a pub. They are going to meet on the market square at 8 PM. Jacob will join them at 8:30."
13717260,"John, Mike, Rachel and Tom are throwing a surprise party for Laura on Saturday. The party theme is lame fantasy. Niall and Mike are planning a surprise party for Tom's birthday next week."
13717267,Sarah paid an electricity bill of 20 pounds two days ago. There is a new bill for 37 pounds Mandy will pay. The electricity bill with the date 24th has not been paid.
13717287,They have a preference for Harry and Meg over William and Kate.
13717288,Shirley doesn't like Kim's new boyfriend because he acts as if he was better than everyone else. Barb will set up a date with Kim and her boyfriend to check him out.
13717291,"Acker will give Jetta chess lessons. Acker, Jetta and Dayton will meet to practice before the tournament starts at 4."
13717320,Renovation works at Gillian's and Brad's new apartment are taking too long.
13717323,They will meet with Andrea at 6 p.m. at Santa Croce Square and then go to Santa Croce together. They are meeting Andrea at Santa Croce square at 6 pm.
13717330,Alex's parents argued and her mum overreacted.
13717338,Daniel is collecting the presentations from Start Mangt to send them to the professor by Sunday.
13727562,Max and Mia will meet this weekend.
13727563,Elias and Sheridan are highly critical of her pink fridge. Sheridan and Elias are criticising her pink fridge.
13727564,Karine and Anne will have brunch at the lake today. Karine's parking number is 5.
13727570,"Pat is packing for Rome. Pat booked a table at a restaurant overlooking the Colosseum. Emma is envious, but she was in Rome many times."
13727576,Frank wants to authenticate Canadian documents during a stay in Finland.
13727594,Anne had a nice day. Jason is busy and doesn't want to talk to Anne.
13727625,Hanna and Kate go for drinks Friday evening around 8.00.
13727627,April came to help Kim organize things in her new place. Kim will get her schedule from school tomorrow and she hopes it won't be exhausting. Kim is supposed to get her schedule from school tomorrow.
13727652,They want Rob to bring pizza and Chinese food. Rob will stop at 2 places to get food for the family.
13727661,Yesterday Jake was really drunk and Denis had to help him enter a cab. Jake and Denis will eat something before they drink next time. Denis is a bit hangover.
13727672,Louise and Pete booked the village hall for Lara's 18th birthday.
13727676,"Greg will not go to the sales, even though on Sunday he agreed to go. Lynn is dissapointed."
13727680,Sybille will pick up the girls first.
13727683,Shawn has booked a single room on the ground floor for four nights from 3 till 6 May. The room for 4 nights costs $400; it's $100 each.
13727692,Hannah accompanied by 15 people will perform at the Saturday's dance. Hannah thinks Helen should wear the red dress for the dance.
13727699,Alex advises Olivia on the purchase of a used bike online.
13727723,Jan and Eric are tired of Brexit. May put off the vote on Brexit.
13727731,Kyle sent Gail the link where he can watch the series. Martin is the author of the books the series is based on.
13727766-1,Joan is decorating Christmas cake. Margaret goes with Keith to the outlet place on Friday.
13727786,Omiko wants to get her leather gloves cleaned.
13727813,"Hayden is full after the big Thanksgiving party with his family, including his cousin Trevor."
13727823-1,"By Amanda's recommendation, Cynthia will have the passport photos of the kids taken in the photo shop in keynsham. Cynthia will drop by at Amanda's on Sunday at 11 to countersign PP photos."
13727829,"Rachel will bring some food to the party, Daniel will bring something to drink."
13727857,It's a pretty safe part of Mexico. He has to replace a part.
13727862,Imogen woke up early and cannot get back to sleep because she is nervous and excited that her parents want her to join their business.
13727863,She will take it tonight. They are going to talk about it tonight.
13727864,Riley has found the dress Adie wants at another store where it's on sale. Riley will buy it for Adie.
13727866,Then they change and go for a walk around the Vatican City.
13727874,Leah and Mason will see at 3 to go over a new machine. Mason reminds Leah to wear her safety stuff.
13727875,"Emma is going to help Barb. Emma will organize catering, games and decorations. Diana bought decorations at the dollar store and she will consult on the games with HR."
13727929,"John and Hamish haven't seen each other for  about 25 years. John broke up with Zoe 10 years ago, now he is married to Zara and they have a son, Stefan, called Spike. Anna works at university, they have 4 kids with Hamish."
13727952,"Pat used to work at Lister's Fine Clothing in the 1970s and 80s. Pat hasn't seen Sandra in about 35 years. Sandra met with Brenda Riley last weekend, they plan a reunion. Pat left in 1984 to run a pub with Jonathan."
13727957,Marie doesn't share the enthusiasm as she has to work all the weekend. Fran will stay at home during the weekend. They were partying all weekend.
13727966,Flora will put the boys' clothes in the washing machine.
13727968,Trevor will take his measurements tomorrow once he comes to the shop.
13727995,"Beth has been working a lot lately, she'll be working on Christmas and on New Year's Day too, she has almost no free time, but at least the salary is good. Jenny works at Samuel's and she likes her job."
13728014,Carmen agrees to go this week except for tomorrow. He's taking a day off tomorrow as well.
13728033,Patricia and Edgar have a conversation about animal abuse.
13728073,"Ruth got lost, but Freya told her which way to go."
13728091,Sarah doesn't want Linda to interfere in her relationship.
13728094,Sam is not sure what to do.
13728096,"Peter had an accident on the road, and he destroyed his car."
13728120,Oscar arranged the dinner and movie evening with Charlotte's mum tomorrow.
13728126,She wants to read the book now. He will buy a comic book about abortion for her which costs 30$.
13728130,She's taking him to vet on Monday. Rafael will visit her after the surgery.
13728131,She will give it to Samantha tomorrow who will give it to Leila's mom.
13728150,Victor applied for a position of an engineer in a company in Pakistan. Trevor won't go to college and his father will give him a job at his construction company.
13728179-1,Jess offers to take care of the tickets due to Emma's tendency to lose things. Emma obtained the tickets for the next month's concert.
13728180,Steve claims that the manageress acts as she should act and she's an attractive woman which might be the reason Iris is prejudiced against her.
13728188-1,"Marco and Carlos are angry, because people living in Venezuela are starving."
13728196,Ben will call Roger to talk about their holiday later. Roger sells cars and business is doing great. Roger asks Ben about his plans for this year's holiday and they agree to go to Ibiza together. Roger sells cars and the business is thriving.
13728197-1,Frederick wanted to become a teacher. His math teacher died of cancer few years after he graduated.
13728203,"Adam has just taken the algebra final exam. Samuel wants to take the exam next week. They concerned quadratic formula, absolute value inequalities and exponentials."
13728208-1,Ric will let Sonia copy Doctor Who season 8 and 9.
13728221,This year Isabella and Ava want to buy nice and useful gifts.
13728222,"Max and Steve want to go to the foam party with Tyler, so they need 3 tickets."
13728233,Helen went to London to meet with some friends from Spain. He's spending this weekend in London with some friends.
13728237,Mary and Jose will try and find affordable holiday options.
13728247,"At Paul's barbecue, Guillaume met his sister, Kate, and fell in love."
13728255,Ana has a headache. Ana will call everyone later.
13728259-1,"Laura was asked by mom to buy groceries for the whole week, but she must finish her school project, so she asks Martha to do the shopping. Martha will buy pancakes, syrup, milk, chips, pork, chicken, 4 salmon fillets and 4 catfish fillets. She should buy some meat, fish, vegetables, some snacks and something for breakfast. Laura wants Martha to help her, because she has to finish a school project."
13728314,There will be a contingency meeting at 3 pm on Friday.
13728322,Abigail needs Jacob's opinion on which haircut she should get.
13728325,Pearl and Vince are going to a dance party tonight. Vince will dress in an old suit and a patterned tie. She will wear the old costume for tonight. Pearl and her first husband won a dancing competition in Blackpool in 1968.
13728329,"Jon's coming home for Christmas, but hasn't booked his tickets yet. Jon won't be bringing Shyann as she is going to her parents for Christmas. Nina is spending Christmas at her parents' home near Wrocław."
13728350,"Kim is going backpacking through Europe for a month. She will stay at her mom's friend's place in Paris for two weeks. Tatiana hasn't finished the required trainings due tomorrow, so she'll have to cancel her plans of spending some time with her mom."
13728352,"Geoff couldn't visit a friend on Saturday, and he cannot visit him this weekend."
13728354,"Megan is looking for a room to rent for her and Paul. Megan found a perfect place, but Paul thinks it is too expensive."
13728383,Jacob has suicidal thoughts.
13728399,"Serge enjoyed meeting Anna last night and he will text her to ask her out. If it works out, he will introduce Harry to one of her friends and they can go for a double date."
13728409,Toby was made to clean the garage by his dad.
13728413,"She's first visiting a friend there and then going to Washington, D.C. Sophie is going to either Cuba or Palma for her summer vacation. Julie is going to visit New York City next week."
13728416,John has to write an essay of 500-600 words on patriotism. Michael is preparing an assignment for tomorrow.
13728450,Chris wants to go to Berlin that weekend as there is a Black Friday deal on concert tickets. Noah will let Chris know by the end of the day.
13728453,Michael is staying in Guangzhou but will be in Vancouver in a month for one day. Amy will probably stay in Vancouver for the entire summer.
13728460,Dora found a picture of her and Bert right before they graduated from uni.
13728472,"James and his friends are playing a concert at Flowerpot later. Candy didn't know that and she has some plans already. James insists on her coming and seeing her, she will try."
13728483,"Andy is going to the gym tonight. Andy will bring food, sudoku and a cosmo for her. Joan can't drink wine because she is taking medicine. Joan can't have wine with the medicine."
13728487,They end up on planning a meeting on Wednesday. Rick will give him good reference. Al will see John at the staff meeting tomorrow.
13728519,They will probably spend Friday night in Cracow and then head off to the mountains.
13728530,"Linh has just returned from the festival in San Sebastian, where she was interpreting for Chinese celebrities."
13728538,Joan suggests to just say hi next time.
13728544,He will drive Madison to the house of Tom's parents in the Lake District and stay there for the night. She is waiting for Tom's parents.
13728546,Elie will come and pick him up from his hotel at 9 am tomorrow.
13728565,"Don and Sally don't like Sally's sister's boyfriend, but she's happy with him, so they'll have to put up with him."
13728578,Jude told Kim he had a sexual encounter. Jude has tried online dating but didn't find anyone he would like. Jude and Kevin are just friends.
13728597,Donna doesn't like Peter's vintage shirt. Donna doesn't remember much.
13728605,Lewis and Georgia gossip about Chrissy's feet and Chrissy's relationship.
13728606,Cece didn't find the serum in the store.
13728609,Helene had a disagreement with her manager and she reported it. Kolby hopes Helene won't lose her job. Helene will probably get a reprimand.
13728610,An incel from California shot people at school.
13728621,Charlie is in New York. Rachel will see Charlie when he's back in a week.
13728628,Aiden is thinking of entering this town summer contest.
13728630-1,Anna needs to buy about 20 Christmas cards. Beatrice recommended Anna to buy them at the post office.
13728633,Logan is looking at cheap flights in winter. Logan wants Eve to join him.
13728644-1,Next week Raoul and Janice will bring a cake and introduce themselves to the new neighbours that are now moving in. They are a young couple around Raoul and Janice's age.
13728649,This Saturday Katerina goes with Brad to the theatre to see 'The Tempest' at Narodowy. Kacper Nowicki got a part in a play and both Magda and Katerina know him.
13728659,The date of photo shoot was changed to yesterday. Teresa has an important presentation tomorrow and a blind date afterwards.
13728690,Sam and Warren find it difficult to write 50 dialogues per week.
13728721,"Lisa is horrified because there is some animal above the kitchen celiling. She will barricade the door, bring wine and wait till Paul will come over."
13728730,Marta wants erasmus again. Lucass misses Marta and Patty the most.
13728759,Max likes them straight. Judith can't meet Max because of work.
13728780,Lucas is going to play chess after school.
13728784,Hugh and Brian might end up as neighbors. Brian bought his last year and enjoys living there.
13728785,"Sophie could do the poll dance, but it would be better if Arnold did that. The party is boring and Arnold is sleepy. He knows women would not resist him but he jokes to take home only Sophie, which makes her angry."
13728794,Victor's sister is thinking about it and he wants to help her make the right decision.
13728798,"Darcy and Claire find fashion changing trends fascinating. They work with the fashion industry, so it's interesting for Claire."
13728801-1,"Sid will pick Rose up at 6, and she will pack him leftovers from the party at the office. What is left are meat dishes, soup and dessert."
13728805-1,Anna wants chrome trims and grey grout. Jack will sort the payment out with Gemma. Anna will sort the bathroom out on Jack's request.
13728834,Teresa has an important presentation tomorrow and a blind date afterwards. Maggie also advises Teresa to apply eyeliner and put on contacts after the presentation.
13728852,"After the show, John will pick her up and they will go to McDonald's. On their way, Karissa will pick up some notes from Lauren."
13728866,Fin needs a laptop but he doesn't have money.
